tld,link,name,email,form,api,notes,found,as_of
.cat,https://fundació.cat,Fundació puntCAT,,https://domini.cat/en/contact-us/,,Unable to locate,FALSE,2025-07-17
.lacaixa,http://www.lacaixa.com/corporate/home_en.html,"Fundación Bancaria Caixa d'Estalvis i Pensions de Barcelona, ""la Caixa""",,,,,TRUE,2025-07-17
.barefoot,nic.barefoot,"Gallo Vineyards, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.gallo,nic.gallo,"Gallo Vineyards, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.gallup,http://www.gallup.com,"Gallup, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.gea,http://www.gea.com,GEA Group Aktiengesellschaft,abuse@nic.gea,,,,TRUE,2025-07-17
.amsterdam,http://www.dotamsterdam.nl,Gemeente Amsterdam,abuse@nic.amsterdam,,,,TRUE,2025-07-17
xn--5tzm5g,https://whois.nic.ç½ç«/,Global Website TLD Asia Limited,abuse@identity.digital,,,,TRUE,2025-07-17
.globo,http://globo.com,Globo Comunicação e Participações S.A,abuse@corp.globo.com,,,,TRUE,2025-07-17
.ggee,www.gmo.jp/en,"GMO Internet, Inc.",abuse@gmoregistry.com,https://abuse.cleandns.space/gmoregistry,"Yes, through CleanDNS.",,TRUE,2025-07-17
.gmo,www.gmo.jp/en,"GMO Internet, Inc.",abuse@gmoregistry.com,https://abuse.cleandns.space/gmoregistry,"Yes, through CleanDNS.",,TRUE,2025-07-17
.shop,http://gmoregistry.com/,"GMO Registry, Inc.",abuse@gmoregistry.com,http://abuse.cleandns.space/gmoregistry,"Yes, through CleanDNS.",,TRUE,2025-07-17
.nagoya,http://hello.nagoya/,"GMO Registry, Inc.",abuse@gmoregistry.com,https://abuse.cleandns.space/gmoregistry,"Yes, through CleanDNS.",,TRUE,2025-07-17
.tokyo,http://hello.tokyo/,"GMO Registry, Inc.",abuse@gmoregistry.com,https://abuse.cleandns.space/gmoregistry,"Yes, through CleanDNS.",,TRUE,2025-07-17
.yokohama,www.gmoregistry.com,"GMO Registry, Inc.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.godaddy,http://nic.godaddy,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.abogado,nic.abogado,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.beer,nic.beer,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.biz,nic.biz,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.blackfriday,nic.blackfriday,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.boston,nic.boston,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.casa,nic.casa,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.club,nic.club,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.compare,nic.compare,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.cooking,nic.cooking,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.courses,nic.courses,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.dds,nic.dds,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.design,nic.design,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.fashion,nic.fashion,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.fishing,nic.fishing,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.fit,nic.fit,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.garden,nic.garden,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.gay,nic.gay,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.health,nic.health,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.horse,nic.horse,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.law,nic.law,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.ink,nic.link,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.luxe,nic.luxe,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.miami,nic.miami,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.photo,nic.photo,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.rodeo,nic.rodeo,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.select,nic.select,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.study,nic.study,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.surf,nic.surf,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.vip,nic.vip,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.vodka,nic.vodka,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.wedding,nic.wedding,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.wiki,nic.wiki,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.work,nic.work,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.yoga,nic.yoga,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.tattoo,nic.tattoo,GoDaddy Registry,,https://domainabuse.registry.godaddy/s/,,,TRUE,2025-07-17
.grainger,http://nic.grainger/,"Grainger Registry Services, LLC",,,,Unable to locate,FALSE,2025-07-17
xn--1qqw23a,www.nic.xn--1qqw23a/,"Guangzhou YU Wei Information Technology Co.,",,,,Unable to locate,FALSE,2025-07-17
xn--efvy88h,www.newgtld.cn,"Guangzhou YU Wei Information Technology Co., Ltd",,,,Unable to locate,FALSE,2025-07-17
xn--xhq521b,www.nic.xn--xhq521b/,"Guangzhou YU Wei Information Technology Co., Ltd.(Guagnzhou Yuwei)",,,,Unable to locate,FALSE,2025-07-17
.gucci,www.nic.gucci,Guccio Gucci S.p.a.,registry@comlaude.com,,,,TRUE,2025-07-17
.hamburg,http://www.nic.hamburg,Hamburg Top-Level-Domain GmbH,abuse@nic.hamburg,,,,TRUE,2025-07-17
.hbo,nic.hbo,"HBO Registry Services, Inc.",registry_abuse@perkinscoie.com,,,,TRUE,2025-07-17
.hdfcbank,http://www.hdfcbank.com,HDFC Bank Limited,,,,Unable to locate,FALSE,2025-07-17
.hermes,http://www.hermes.com,HERMES INTERNATIONAL,adressecontact@hermes.com,,,,TRUE,2025-07-17
.hisamitsu,http://nic.hisamitsu/,"Hisamitsu Pharmaceutical Co.,Inc.",nakagawa_07@brights.jp,,,,TRUE,2025-07-17
.hitachi,http://www.hitachi.co.jp,"Hitachi, Ltd.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.homedepot,http://www.homedepot.com/,"Homer TLC, Inc.",,,,Unable to locate,FALSE,2025-07-17
.thd,http://www.homedepot.com/,"Homer TLC, Inc.",,,,Unable to locate,FALSE,2025-07-17
.honda,http://nic.honda/,"Honda Motor Co., Ltd.",nakagawa_04@brights.jp,,,,TRUE,2025-07-17
.hdfc,http://www.hdfc.com,HOUSING DEVELOPMENT FINANCE CORPORATION LIMITED,abuse@afilias.info.,,,,TRUE,2025-07-17
.hsbc,http://nic.hsbc,HSBC Global Services (UK) Limited,registry@comlaude.com,,,,TRUE,2025-07-17
.hughes,http://nic.hughes,Hughes Satellite Systems Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.hyatt,Email: hyattgtld@brandsight.com,"Hyatt GTLD, L.L.C.",,,,Unable to locate,FALSE,2025-07-17
.hyundai,http://nic.hyundai/,Hyundai Motor Company,nakagawa_21@brights.jp,,,,TRUE,2025-07-17
.rich,http://www.nic.rich,I-REGISTRY Ltd,abuse@nic.rich,,,,TRUE,2025-07-17
.onl,http://www.nic.onl,I-REGISTRY Ltd.,abuse@nic.onl,,,,TRUE,2025-07-17
.adult,nic.adult,ICM Registry AD LLC,,https://domainabuse.registry.godaddy/s/,GoDaddy,,TRUE,2025-07-17
.xxx,nic.xxx,ICM Registry LLC,,https://domainabuse.registry.godaddy/s/,GoDaddy,,TRUE,2025-07-17
.porn,nic.porn,ICM Registry PN LLC,,https://domainabuse.registry.godaddy/s/,GoDaddy,,TRUE,2025-07-17
.sex,nic.sex,ICM Registry SX LLC,,https://domainabuse.registry.godaddy/s/,GoDaddy,,TRUE,2025-07-17
.archi,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.bet,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.bio,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.black,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.blue,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.green,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.info,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.kim,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.lgbt,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.llc,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.lotto,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.mobi,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.organic,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.pet,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.pink,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.poker,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.pro,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.promo,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.red,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.shiksha,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.ski,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.watches,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
xn—6frz82g,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.global,identity.digital,Identity Digital Domains Limited,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS at www.cleandns.com",,TRUE,2025-07-17
.ieee,nic.ieee,IEEE Global LLC,registry@comlaude.com,,,,TRUE,2025-07-17
.ifm,www.ifm.com,ifm electronic gmbh,,,,Unable to locate,FALSE,2025-07-17
.ikano,http://nic.ikano,Ikano S.A.,nic-abuse@group.ikano,,,,TRUE,2025-07-17
.zara,http://www.nic.zara,"Industria de Diseño Textil, S.A. (INDITEX, S.A.)",registry@comlaude.com,,,,TRUE,2025-07-17
.icbc,http://www.icbc.com.cn/icbc/ååæ³¨åå±/default.htm,Industrial and Commercial Bank of China Limited,,,,Unable to locate,FALSE,2025-07-17
.ooo,www.nic.ooo,INFIBEAM AVENUES LIMITED,ooocompliance@infibeam.net,,,,TRUE,2025-07-17
.help,http://larus.net,Innovation service Limited,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.naspers,http://nic.naspers,Intelprop,,,,Unable to locate,FALSE,2025-07-17
.box,https://intercap.inc/,Intercap Registry Inc.,,,,Unable to locate,FALSE,2025-07-17
.dealer,https://intercap.inc/,Intercap Registry Inc.,,,,Unable to locate,FALSE,2025-07-17
.inc,https://intercap.inc/,Intercap Registry Inc.,abuseteam@get.inc,,,,TRUE,2025-07-17
.llp,https://intercap.inc/,Intercap Registry Inc.,,,,Unable to locate,FALSE,2025-07-17
.ice,http://www.theice.com,"Intercontinental Exchange, Inc.",ice-ro@ice.com,,,,TRUE,2025-07-17
.earth,https://domain.earth/,Interlink Systems Innovation Institute K.K.,,https://domain.earth/contact/abuse/,,,TRUE,2025-07-17
.moe,https://nic.moe/,Interlink Systems Innovation Institute K.K.,abuse@domain.moe,,,,TRUE,2025-07-17
.weatherchannel,http://weather.com,International Business Machines Corporation,abuseregistry@weather.com ,,,,TRUE,2025-07-17
.weather,http://weather.com,International Business Machines Corporation,abuseregistry@weather.com ,,,,TRUE,2025-07-17
.ibm,http://www.ibm.com,International Business Machines Corporation,,,,Unable to locate,FALSE,2025-07-17
.museum,http://about.museum,International Council of Museums,support@afnic.fr,https://welcome.museum/contact/,,,TRUE,2025-07-17
xn--ngbc5azd,http://xn--ggbla1c4e.xn--ngbc5azd/,International Domain Registry Pty. Ltd.,,,,Unable to locate,FALSE,2025-07-17
.click,http://www.uniregistry.link,Internet Naming Company LLC.,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.hiv,http://www.uniregistry.link,Internet Naming Company LLC.,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.trust,http://www.uniregistry.link,Internet Naming Company LLC.,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.country,https://uniregistry.com/,Internet Naming Company LLC.,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.sexy,http://www.uniregistry.com/,Internet Naming Company LLC.,,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.ltda,http://www.internetx.info,"InterNetX, Corp",abuse-contact@internetx.de,,,,TRUE,2025-07-17
.srl,http://www.internetx.info,"InterNetX, Corp",abuse-contact@internetx.de,,,,TRUE,2025-07-17
.intuit,http://www.intuit.com/,"Intuit Administrative Services, Inc.",dotintuit-notices@markmonitor.com,,,,TRUE,2025-07-17
.mint,http://www.intuit.com/,"Intuit Administrative Services, Inc.",dotintuit-notices@markmonitor.com,,,,TRUE,2025-07-17
.ipiranga,http://www.ipiranga.com.br,Ipiranga Produtos de Petroleo S.A.,Abusegtld@ipiranga.com.br,,,,TRUE,2025-07-17
.lds,www.lds.org,"IRI Domain Management, LLC",sgunnarson@kmclaw.com,,,,TRUE,2025-07-17
.mormon,www.lds.org,"IRI Domain Management, LLC",sgunnarson@kmclaw.com,,,,TRUE,2025-07-17
.ist,http://www.nic.ist,Istanbul Metropolitan Municipality / Medya AS Registry,abuse@nic.istanbul,,,,TRUE,2025-07-17
.itau,http://www.itau.com,Itau Unibanco Holding S.A.,notices@tau-unibanco.com.br,,,,TRUE,2025-07-17
.itv,nic.itv,ITV Services Limited,,,,Unable to locate,FALSE,2025-07-17
.landrover,http://www.landrover.com,Jaguar Land Rover,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.jaguar,http://www.jaguar.com,Jaguar Land Rover,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.nhk,http://www.gmoregistry.com,"Japan Broadcasting Corporation (NHK) (GMO Registry, Inc.)",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.jprs,https://jprs.co.jp/,"Japan Registry Services Co., Ltd.",dotjprs-abuse-contact@jprs.jp,,,,TRUE,2025-07-17
.jcb,http://www.gmoregistry.com/en/,"JCB Co., Ltd.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
xn--otu796d,http://www.trademarkdomain.com,Jiang Yu Liang Cai Technology Company Limited,,,,Unable to locate,FALSE,2025-07-17
.jnj,http://nic.jnj,"Johnson & Johnson Services, Inc.",,,,Unable to locate,FALSE,2025-07-17
.gdn,www.nic.gdn,"Joint Stock Company ""Navigation-information systems"" (GDN Registry FZ LLC)",tldabuse@nic.gdn,,,,TRUE,2025-07-17
.jll,http://www.joneslanglasalle.com,Jones Lang LaSalle Incorporated,,,,Unable to locate,FALSE,2025-07-17
.lasalle,http://www.joneslanglasalle.com,Jones Lang LaSalle Incorporated,,,,Unable to locate,FALSE,2025-07-17
.chase,http://www.jpmorganchase.com,"JPMorgan Chase Bank, National Association",dotchase-notices@markmonitor.com,,,,TRUE,2025-07-17
.jpmorgan,http://www.jpmorganchase.com,"JPMorgan Chase Bank, National Association",dotchase-notices@markmonitor.com,,,,TRUE,2025-07-17
.juniper,http://nic.juniper,"JUNIPER NETWORKS, INC.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.zuerich,http://www.dotzuerich.ch,Kanton Zürich (Canton of Zurich),abuse@dotzuerich.ch,,,,TRUE,2025-07-17
.kddi,http://www.gmoregistry.com/,"KDDI CORPORATION (GMO Registry, Inc)",abuse@gmoregistry.com,,,,TRUE,2025-07-17
xn--w4r85el8fhu5dnra,http://www.kerryprops.com,Kerry Trading Co. Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
xn--w4rs40l,http://www.kerryprops.com,Kerry Trading Co. Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.kerryhotels,http://www.kerryprops.com,Kerry Trading Co. Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.kerryproperties,http://www.kerryprops.com,Kerry Trading Co. Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.kuokgroup,http://www.kerryprops.com,Kerry Trading Co. Limited,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.kia,http://nic.kia/,KIA MOTORS CORPORATION,nakagawa_22@brights.jp,,,,TRUE,2025-07-17
xn--ses554g,http://www.registry.ç½å,"KNET Co., Ltd.",,,,Unable to locate,FALSE,2025-07-17
.blog,http://nic.blog,"Knock Knock WHOIS There, LLC",abuse@nic.blog,,,,TRUE,2025-07-17
.komatsu,http://nic.komatsu,Komatsu Ltd.,abuse@brights.jp,,,,TRUE,2025-07-17
.kpn,http://www.kpn.com,Koninklijke KPN N.V.,abuse@kpn.com,,,,TRUE,2025-07-17
xn--kcrx77d1x4a,http://www.nic.é£å©æµ¦/,Koninklijke Philips N.V.,newgtlds@cscinfo.com,,,,TRUE,2025-07-17
.philips,http://www.nic.philips,Koninklijke Philips N.V.,newgtlds@cscinfo.com,,,,TRUE,2025-07-17
.kosher,go.kosher,Kosher Marketing Assets LLC,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.kpmg,nic.kpmg,KPMG International Cooperative (KPMG International Genossenschaft),abuse_kpmg@valideus.com,,,,TRUE,2025-07-17
.kred,http://home.kred,KredTLD Pty Ltd,,,,Unable to locate,FALSE,2025-07-17
.krd,nic.krd/,KRG Department of Information Technology,abuse@dit.krg.org,,,,TRUE,2025-07-17
.kfh,http://www.kfh.com,Kuwait Finance House,kfh.abuse@centralnic.com,,,,TRUE,2025-07-17
xn--ngbe9e0a,http://www.kfh.com,Kuwait Finance House,kfh.abuse@centralnic.com,,,,TRUE,2025-07-17
.latrobe,http://www.latrobe.edu.au,La Trobe University,,,,Unable to locate,FALSE,2025-07-17
.lanxess,http://nic.lanxess,LANXESS Corporation,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.tube,www.tubegtld.com,Latin American Telecom LLC,,https://www.get.tube/abuse,,,TRUE,2025-07-17
.arab,http://www.arableagueonline.org,League of Arab States,,,,Unable to locate,FALSE,2025-07-17
xn--ngbrx,http://www.arableagueonline.org,League of Arab States,,,,Unable to locate,FALSE,2025-07-17
.lefrak,http://nic.lefrak,"LeFrak Organization, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.lego,http://www.lego.com,LEGO Juris A/S,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.diy,about.diy,"Lifestyle Domain Holdings, Inc.",,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.food,about.food,"Lifestyle Domain Holdings, Inc.",,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.lifestyle,about.lifestyle,"Lifestyle Domain Holdings, Inc.",,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.living,about.living,"Lifestyle Domain Holdings, Inc.",,https://internetnaming.co/abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.tatar,http://www.domain.tatar/,"Limited Liability Company ""Coordination Center of Regional Domain of Tatarstan Republic""",abuse@domain.tatar,https://nic.tatar/en/users/abuse.php,,,TRUE,2025-07-17
.locus,http://www.nic.locus,Locus Analytics LLC,locusregistry@fairwindspartners.com,,,,TRUE,2025-07-17
.lotte,http://www.gmoregistry.com/en/,"Lotte Holdings Co., Ltd.",abuse@gmoregistry.com,,,,TRUE,2025-07-17
.lplfinancial,lplfinancial.lpl.com,"LPL Holdings, Inc.",,,,Unable to locate,FALSE,2025-07-17
.lpl,lplfinancial.lpl.com,"LPL Holdings, Inc.",,,,Unable to locate,FALSE,2025-07-17
.lundbeck,http://nic.lundbeck,Lundbeck,ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.luxury,http://nic.luxury,"Luxury Partners, LLC",luxury.abuse@centralnic.com,,,,TRUE,2025-07-17
.man,http://www.corporate.man.eu,MAN Truck & Bus SE,support@tango-rs.com,,,,TRUE,2025-07-17
.marriott,http://www.nic.marriott,Marriott Worldwide Corporation,gtldinquiries@marriott.com,,,,TRUE,2025-07-17
.mit,http://nic.mit,Massachusetts Institute of Technology,noc@mit.edu,,,,TRUE,2025-07-17
.jmp,www.nic.jmp,Matrix IP LLC,gtldinfo@sas.com,,,,TRUE,2025-07-17
.mattel,http://www.nic.mattel,"Mattel IT Services, Inc.",registrycontact@mattel.com,,,,TRUE,2025-07-17
.mckinsey,http://nic.mckinsey,"McKinsey Holdings, Inc.",ngtld-abuse@cscinfo.com,,,,TRUE,2025-07-17
.ovh,http://www.ovh.com,MédiaBC,abuse@nic.ovh,,,,TRUE,2025-07-17
.med,http://www.nic.med/,Medistry LLC,abuse@medistry.med,,,,TRUE,2025-07-17
.istanbul,http://www.registry.istanbul,Medya A.S. (WOS Istanbul Metropolitan Municipality Registry),abuse@nic.istanbul,,,,TRUE,2025-07-17
.emerck,http://registry.emerck.com,Merck KGaA,,,,Unable to locate,FALSE,2025-07-17
.azure,http://nic.azure,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.bing,http://nic.bing,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.hotmail,http://nic.hotmail,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.microsoft,http://nic.microsoft,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.office,http://nic.office,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.skype,http://nic.skype,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.windows,http://nic.windows,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.xbox,http://nic.xbox,Microsoft Corporation,registry@comlaude.com,,,,TRUE,2025-07-17
.nrw,https://nic.nrw/,Minds + Machines GmbH,,,,Unable to locate,FALSE,2025-07-17
.mitsubishi,http://nic.mitsubishi/,Mitsubishi Corporation,,,,Unable to locate,FALSE,2025-07-17
.baseball,http://www.nic.baseball,"MLB Advanced Media DH, LLC",registry_abuse@mlb.com,,,Unable to locate,FALSE,2025-07-17
.mlb,http://www.nic.mlb,"MLB Advanced Media DH, LLC",registry_abuse@mlb.com,,,,TRUE,2025-07-17
.mma,http://www.nic.mma,MMA IARD,groupemma@afnic.fr,,,,TRUE,2025-07-17
.monash,http://nic.monash/,Monash University,registry.operator@monash.edu,,,,TRUE,2025-07-17
.vote,identity.digital,Monolith Registry LLC,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.voto,identity.digital,Monolith Registry LLC,abuse@identity.digital,https://www.identity.digital/policies/report-abuse,"Yes, through CleanDNS",,TRUE,2025-07-17
.film,https://go.film/,Motion Picture Domain Registry Pty Ltd,info@go.film,,,,TRUE,2025-07-17
.moto,http://www.nic.moto,"Motorola Trademark Holdings, LLC",registry@comlaude.com,,,,TRUE,2025-07-17
.merckmsd,http://nic.merckmsd/,"MSD Registry Holdings, Inc.",,https://domainabuse.registry.godaddy/,,,TRUE,2025-07-17
.msd,http://nic.msd,"MSD Registry Holdings, Inc.",,https://domainabuse.registry.godaddy/,,,TRUE,2025-07-17
.mtn,https://nic.mtn,MTN Dubai Limited,,,,Unable to locate,FALSE,2025-07-17
.mtr,www.mtr.com.hk,MTR Corporation Limited,abuse@hkirc.hk,,,,TRUE,2025-07-17
.barcelona,http://www.bcn.cat,Municipi de Barcelona,,,,Unable to locate,FALSE,2025-07-17
.bcn,http://www.bcn.cat,Municipi de Barcelona,,,,Unable to locate,FALSE,2025-07-17
.maif,http://www.maif.fr,Mutuelle Assurance Instituteur France (MAIF),,,,Unable to locate,FALSE,2025-07-17
.pharmacy,nic.pharmacy,National Association of Boards of Pharmacy,abuse@safe.pharmacy,,,,TRUE,2025-07-17
.reit,http://www.nareit.com/,"National Association of Real Estate Investment Trusts, Inc.",reit.abuse@centralnic.com,,,,TRUE,2025-07-17
